embedding,model,accuracy,precision,recall,f1,kappa,miou,bc,sc,scs,impervi,agricult,forest,wetlands,soil,water
emb_kmeans_256,EFDT,68.16615662117849,53.31530572548983,48.491807152582055,50.78929065826132,50.18562855610096,37.02536196093775,7.288611247640392,22.775077112762308,15.03184418020135,13.689689358878312,20.22292993629929,64.50648812810155,11.13472163191188,43.99131192234533,68.60703078809013
emb_kmeans_256,NaiveBayes,37.52227344567468,37.00351971824581,46.68942830961628,41.28599175436748,23.529206540550742,18.545706997775437,4.685622747295941,9.721569926448332,7.2035963368721365,9.487302347866288,15.231613165376832,42.735945597989414,2.351090690838879,8.142869433052086,33.32542075152911
emb_kmeans_256,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_64,KNN,78.20332645975896,67.13826783321512,65.0161811072195,66.0601866326388,67.17826536533305,52.15062246580954,11.020727414937229,35.92793939418436,23.47433340456079,24.98320017917943,48.34130304840157,74.93613622163105,26.434144102678136,57.76262298236057,80.44632826060645
emb_kmeans_64,WeightedKNN,78.34473821313335,68.98649973801872,60.28496224189218,64.34287147697081,66.80369410409632,50.03354501264423,11.463710540711409,32.89380147607925,22.178756008395325,24.718883288072195,46.22185472584715,74.82876447577385,18.26131687233405,57.86604819815426,78.30440251568388
emb_kmeans_64,HoeffdingTree,65.14397292599745,46.56280509903517,42.83062443816216,44.618805393393416,44.72524558958877,32.12939139182278,6.586073304799784,18.876862874161553,12.731468089480668,8.918457250733686,7.413418044954451,62.1864005024303,6.1506565307320304,40.6213518715185,67.48606415056771
emb_kmeans_64,HoeffdingAdaptiveTree,54.07532912162725,40.54562673523658,47.112711552256606,43.58317655572553,33.05677952081006,27.136122267301825,5.25620437124802,17.781986366132895,11.519095368690458,14.96882201436391,18.776067708963932,53.763658711181314,5.53175865866414,24.580882352938165,45.195544157699466
emb_kmeans_64,EFDT,66.90921190310449,51.178840711167894,46.13045613158044,48.523693889328776,47.92353835390829,35.22447344468794,6.745310517470809,24.386864265191157,15.566087391330983,11.890052824772235,17.21223895094149,63.212541132703606,7.887208827103036,41.88663869525016,69.2581602373571
emb_kmeans_64,NaiveBayes,37.27753917280691,36.261354947432096,45.91761607458661,40.5221665375775,22.97928499248935,17.965835250886787,4.593398549277202,9.709963077038116,7.151680813157658,9.46922037373449,15.013765550929431,42.557850699434354,2.43587377744859,7.425514782007444,30.89278632176643
emb_kmeans_64,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_minmax_128,KNN,78.93840489293423,68.16419483862308,66.13045074545705,67.13192338792199,68.293313249994,53.3188765087662,11.465508534489151,37.196742556453984,24.33112554547157,26.05283018865958,50.07102058084256,75.66136724959654,27.75735294104891,58.75670711073878,81.61398098171081
